g,label,CS Code,CS Code,CS Code
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Burgeljk Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Westerdiep. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Diaconie-Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Burgerlijk Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Gem. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Armhuis Zittend Convent,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Ned. Herv. Armh. ,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,N.H. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,R. C. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Diaconie-Armh.,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Diaconiearmhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Arm-Werkhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Arm- en Werkhuizen,2-42,2-43,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Burg. Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Roode- of Burgersweeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,R. Cath. Jongensweeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Dorpsgezins Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Groene Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Luthersch Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Herv. Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Doorgangshuis,2-45,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Militair hospitaal,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Militair gebouwen,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Ziekenbarak,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Roomsch Catholieke school,2-61,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Kostschool,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Diaconnessenhuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Huis van Bewaring en arrest,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Strafgevangenis,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Cell. Gevangenis,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Diaconie-Werkhuis,2-82,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Burgerlijk werkhuis,2-82,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Werkhuis,2-82,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Blekslage,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Blokum,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Braamberg,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,De Poffert,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,De Tange,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Heerestraat,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Hoogebrug,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Horsten,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Inrichting voor ooglijders,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Joureswijk,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Kerk,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Kopstukken,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Luddewier,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Toevluchtsoord,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_03_T1,Veenhuizen,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Huizen,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Huizem,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Huizen ,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Overige huizen,2-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Tijd.aanw.schepen.,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Tijd. Aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Tijd aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Tijd.aanw.schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Tijd. Aanw.schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Tijd. Aanw. Schepen ,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Tijd.aanw. Schepen.,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Tijd. Aanw. Schepen.,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Tijd.aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Stads-Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Stedelijk Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Liefdadigheidsgesticht voor RoomschCatholieke oudelieden en weezen.,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Armengesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Roomsch-Katholiek armengesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Roomsch-katholiek armen gesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Krankzinnigengesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Verplegingsgesticht,2-23,2-22,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,St. Annagesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,St. Elizabethsgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,St. Josephgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Oudermannen en vrouwen huis,2-31,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Nieuw St. Anthonij-Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Oud St. Anthonij-gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,St. Anthony-gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Ritske Boelema-Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Boshuijzer Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Abbe Freerks Gabbema Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Marcelis Goverta Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Gasthuis (Vredehof),2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Dr. H. Popta-Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Diaconie-gasthuis der Ned. Her. Gemeente,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Westerhuis Vrouwengasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Algemeen armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Armhuis der Herv. Dinconie,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Stads-Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Diaconie-Armhuis der Hervormde gemeente,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Diaconie-armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Stads-Armenhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Armenhuis der Ned. Herv. Gemeente,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Diaconie-Armenhuis der Herv. Gemeente,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Diaconie-armhuis der Ned. Herv. Gemeente,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Hervormd Diaconie-Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,St. Anthonij-Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Old Burgerweeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Nieuwe Stads-Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Armen-Weeshuis,2-43,2-42,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Tjallinga-Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Arm-en Weeshuis,2-43,2-42,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Old burger-Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Roomsch-katholiek Armen- en Weeshuis,2-43,2-42,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Diaconieweeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Stads-Burgerweeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Roomskatholiek Armen-en Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Hervormde Diaconie-weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Klaarkampster Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Stads-weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Algemeen Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Garnizoensbakkerij,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Garnizoens-Infirmerie,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Kavalleriestalling,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Kazerne der infanterie,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Kazerne der brigade Marechaussee,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Kazerne der Marchaussee,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Kostschool,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Veenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Klooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Sixmastichting,2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,"Stichting ,,Fribourg''",2-74,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Diaconessenhuis,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Diaconiehuis der Ned. Herv. Gemeente,2-75,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Huis der bewaring en tijdelijke strafgevangenis,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Huis van opsluiting en tuchtiging,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Huis van bewaring,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Strafgevangenis en Huis van bewaring,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Bonifacius Hospitaal,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Het Meer,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Kolonie van der Maatschappij van de Weldadigheid.,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Sijbrenhuis,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Stijfselfabriek,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Tjalleberd,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_04_H1,Zestien Roeden,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Huizen,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Overige huizen,2-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Overige huzen,2-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Tijd.aanw.schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Tijdelijk aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Tijd aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Tijd. Aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Tijd aanw . Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Tijd.aanwezige schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Tijd. Aanw. Schepen.,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Tijdelijk aanw.schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,2 Woonwagens,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,1 woonwagen,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,3 Woonwagens,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Ziekenhuis ter verpleging van lijders aan besmettelijke ziekten,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Ned. Herv. Diac. Armenziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Armwerkhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,"Diaconie Arm-, Wees en werkhuis",2-42,2-43,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Armenwerkhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Diaconie-Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Armwerkuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Armhuis der Ned. Herv. Diaconie,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Ned. Herv. Armenhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Ned.Herv.. Diaconie-armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Kazerne der Infanterie,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Kazerne der Marchaussee,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Infanterie-Kazerne,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Huis van bewaring,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Hulpstrafgevangenis,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Werkhuis,2-82,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Werkhuis der Nederl.,2-82,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Herv. Gemeente,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Bijgebouwen,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Hoofdgebouwen,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Nederl. Herv.,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_05_H1,Wachtum,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Huizen,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Overige huizen,2-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Schepen ,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Tijd. Aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,R. C. Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Stadsziekenuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het Sophia- Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het R. K. Liefdgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het krankzinnigengesticht (gedeeltelijk),2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,De Weerdsgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het krankzinnigengesticht (overige deel),2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Larinksgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Oudemannen-en vrouwengesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het gesticht de Goede Herder,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Gesticht Ommerschans,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het R.C. Liefdegesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het Gesticht v.d. H. Vincentius de Paulo,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,St. Catharina-gesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,St. Jozefsgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,St. Nicolaasgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Oudemannen- en Vrouwenhuis,2-31,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het Vrouwenhuis,2-32,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,St. Anthon-gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1, Groote- en Voorster-Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Geertruiden- en Catherinen- of Boven-Proveniers en Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Heiligen-Geesten of Boven-Proviniers- en Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Nederd. Herv. Gasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het Binnengasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het Buitengasthuis,2-41,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het Diaconie-Armwerkhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het Armen-werkhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Armhuis der Ned. Herv. Gemeente,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het Armhuis,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,t Armenhuis der Ned. Herv. Gemeente,2-42,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Weeshuis der Ned. Herv. Gem,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Ned. Herv. Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Armen- en Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Roomsch Katholiek Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Burgerweeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Grootburgerweeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het Groot - Burgerweeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Hervormde Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het R.C. Weeshuis,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het weeshuis de Ned. Herv. Gemeente,2-43,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,De Militaire gebouwen,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Kazarne Kon. Marechaussee,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Gereformeerd Diaconie-bestedelingenhuis,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Instructie-Betaljon,2-51,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Boerenkazerne,2-52,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Kostschool-Roozendaal,2-62,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Roomsch Katholiek Liefdesgesticht,2-71,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Liefdesgesticht,2-71,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Tappistenklooster,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Klooster der Paters Redemptoristen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het Klooster van de orde der Benedictijnen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het klooster van de orde der Franciscanessen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Klooster Onze Lieve Vrouw,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het klooster der EE. PP. Karmelieten,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het klooster der Religieusen Cammelissessen,2-72,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Huis van bewaring,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Strafgevangenis,2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,"Huis van bewaring, tevens Hulpstrafgevangenis",2-81,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,De Vilsterenshuizen,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,De Zwierenhuizen,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Emanuelshuizen,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Het Haersoltenhuis,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Instituut - Bolkensteijn,3-2,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Instituut - Loman,3-2,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Keizers- of Jordensplaats,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Maatschappij van Weldadigheid,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Scherfhuis,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_06_H1,Wanningshuis,X,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Huizen,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Huizen ,1-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Overige huizen,2-0,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Huizen. Tijd. Aanw schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Tijd. Aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Tijd aanw schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Tijd. Aaw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Tijd. Aanw.schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Tijd.aanw. Schepen,2-10,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Woonwagen,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,4 woonwagens,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,1 Woonwagen,2-11,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Stedelijk ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Kinderziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Ziekenhuis Mary,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Het Ziekenhuis,2-21,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Israëlietisch gesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Liefdadigheidsgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Rijksopvoedingsgesticht voor jongens de kruisberg,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Gesticht voor oude lieden,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Gesticht voor verwaarlozde en gevallen ,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,St. Elisabethsgesticht,2-23,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Oudemannen- en vrouwenhuis,2-31,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Weduwenhofje,2-33,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Bentincks weduwenhuis,2-33,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,R.K. Weduwenhuis van Berchem,2-33,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Weduwehuis,2-33,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,Weduwenhuis over de broeren,2-33,,
http://lod.cedar-project.nl/resource/v2/VT_1889_07_H1,St. Catharinagasthuis,2-41,,
